,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
134798,{473BF009-D9F7-4DD3-B39B-FEF4F889BE47},Flurname swisstopo,Heissächer,Hochdeutsch inkl. Lokalsprachen,2678086,1244308,"588,,"
16230,{34C25224-F279-4D87-9B8C-6F9BE6B6CE13},Gipfel,Langspetz,Hochdeutsch inkl. Lokalsprachen,2764237,1224412,"2050,,"
179678,{3ECB2C34-73F2-4404-89C5-A7361F8345B8},Flurname swisstopo,Champ du Brez,Franzoesisch inkl. Lokalsprachen,2576701,1195610,"536,,"
196330,{5707B580-896E-49A5-AC78-2E8F0E2CECEC},Lokalname swisstopo,Fin Hugon,Franzoesisch inkl. Lokalsprachen,2581167,1159250,"1019,,"
269610,{374228D5-545D-4BA0-B65A-EAEF1C1C90FE},Flurname swisstopo,Buggelblätz,Hochdeutsch inkl. Lokalsprachen,2671502,1177354,"1552,,"
318330,{5B79E5F9-C095-49EA-96D8-801B517514D8},Haltestelle Bus,"Monthey, Aunaires",Franzoesisch inkl. Lokalsprachen,2562745,1123452,"397,"
240065,{14265A62-4E4A-4E7E-BB57-0743E1E66034},Flurname swisstopo,Husmatta,Hochdeutsch inkl. Lokalsprachen,2735357,1165942,"2255,,"
11364,{762CAD43-51E6-4E3F-9410-216674A21B2A},Landesgrenzstein,28,k_W,2585793,1252489,"585,,"
107733,{BF392D52-C733-4384-8748-75F34424F43D},Flurname swisstopo,Geere,Hochdeutsch inkl. Lokalsprachen,2730543,1264062,"550,,"
46694,{A032F512-6D9F-4A25-976E-E206D9D44412},Flurname swisstopo,Im Brüel,Hochdeutsch inkl. Lokalsprachen,2589934,1209601,"519,,"
260663,{5CFF7F02-E0D5-4BFE-8B3D-BC3355AAC218},Flurname swisstopo,Ober Diebsloch,Hochdeutsch inkl. Lokalsprachen,2755284,1212863,"698,,"
171506,{EE2F0708-AF8B-4D37-9D8A-C5566B0923CD},Flurname swisstopo,Camparàn,Italienisch inkl. Lokalsprachen,2719293,1100444,"423,,"
11793,{85D54D7D-91BD-44CC-AD59-9B1FF1667F56},Landesgrenzstein,68.B,k_W,2724026,1075857,"474,,"
276201,{A67A5741-93BA-487F-827D-D1AA96DB280A},Flurname swisstopo,Schwand,Hochdeutsch inkl. Lokalsprachen,2625376,1203000,"745,,"
258561,{5DA54741-5E30-4F52-8501-BEA8146CFFF2},Flurname swisstopo,Muttarätsch,Hochdeutsch inkl. Lokalsprachen,2764684,1146394,"2273,,"
297037,{E802EE79-4D26-4B79-8CAA-8BBD5A8BF23D},Flurname swisstopo,A Rüígn ad Fòra,Italienisch inkl. Lokalsprachen,2693213,1135354,"647,,"
33470,{6742AA47-ABE9-4AC0-B350-70495315A901},Lokalname swisstopo,Plan San Jon,Rumantsch Grischun inkl. Lokalsprachen,2818581,1185483,"1434,,"
127250,{483CDB8C-BE39-4822-913E-B746540874D4},Flurname swisstopo,Unterstöfeli,Hochdeutsch inkl. Lokalsprachen,2748056,1197780,"1399,,"
317437,{AACE31E3-8BD9-4748-BFC4-A5745BB799DE},Haltestelle Bus,"Versam, Islabord",Hochdeutsch inkl. Lokalsprachen,2743645,1185247,"829,"
137324,{DAAEC94C-5083-4AAC-92B3-C1997B94BFD7},Flurname swisstopo,Chornweid,Hochdeutsch inkl. Lokalsprachen,2672906,1247306,"485,,"
236756,{6D0E600F-0228-4596-9DD8-A9E714DBBA87},Flurname swisstopo,Darusas,Rumantsch Grischun inkl. Lokalsprachen,2709669,1169254,"1713,,"
121409,{4710D933-AF53-4799-9045-575B42E9EE8E},Flurname swisstopo,Ägliwise,Hochdeutsch inkl. Lokalsprachen,2739191,1265902,"514,,"
102792,{C4166681-39B3-4717-BB89-E7396622B97D},Flurname swisstopo,Pré Salmont,Franzoesisch inkl. Lokalsprachen,2574603,1238622,"978,,"
198615,{7DC695D5-C124-4E52-967E-3884A3E43961},Flurname swisstopo,Monda Corgna,Italienisch inkl. Lokalsprachen,2730053,1132335,"1230,,"
241451,{276206C2-AB01-410B-BA7F-62DA0E51B4E3},Flurname swisstopo,Launs,Rumantsch Grischun inkl. Lokalsprachen,2733854,1181388,"756,,"
176850,{3F9F2941-B65B-4C33-88B7-C4407064050A},Flurname swisstopo,Vordere Weid,Hochdeutsch inkl. Lokalsprachen,2588916,1189574,"661,,"
79864,{FC78148D-1F84-4A3B-82BA-AA4A9500503F},Flurname swisstopo,Heftibode,Hochdeutsch inkl. Lokalsprachen,2641580,1189076,"1870,,"
72016,{EDC41B24-E821-499D-A294-9458F3C63504},Flurname swisstopo,Rösslimatt,Hochdeutsch inkl. Lokalsprachen,2666564,1210820,"435,,"
238622,{54DAF326-9E03-4E0D-BDEF-71F9DC23DCF7},Flurname swisstopo,Rofnetta,Rumantsch Grischun inkl. Lokalsprachen,2752217,1166454,"1119,,"
21828,{9A19A22B-AF54-4D15-B906-B3B915D882D7},Haupthuegel,Tolenhubel,Hochdeutsch inkl. Lokalsprachen,2586911,1176158,"912,,"
235711,{E763AD78-CC6F-4139-B358-4EAD6219A378},Flurname swisstopo,Ruinas,Rumantsch Grischun inkl. Lokalsprachen,2713743,1175289,"973,,"
255609,{37823AAF-54F5-4EC5-9225-FB3149F2DF1B},Flurname swisstopo,Carvenna Sut,Rumantsch Grischun inkl. Lokalsprachen,2757609,1177860,"2092,,"
165815,{08D8E8B9-FE58-4CE4-AD21-BD729D2C041F},Flurname swisstopo,Sponda da Dangal,Italienisch inkl. Lokalsprachen,2760901,1133523,"789,,"
253746,{FF1F0A67-F70F-4E1A-967F-FBBB967416FF},Flurname swisstopo,Ahorner,Hochdeutsch inkl. Lokalsprachen,2716501,1192764,"1510,,"
6754,{90D28E0B-DEA6-4DDF-AA68-5D279E04CE58},Gebaeude,Bergrestaurant Rumpel,Hochdeutsch inkl. Lokalsprachen,2632762,1245439,"610,,"
313520,{4F259283-D420-49ED-B75D-A7053F1C2519},Haltestelle Bus,"Einsiedeln, Wissmüli",Hochdeutsch inkl. Lokalsprachen,2699082,1221080,"874,"
270438,{966DE19F-DE7E-4CD4-897E-5DCB1466ADCE},Flurname swisstopo,Le Taîche,Franzoesisch inkl. Lokalsprachen,2581653,1235157,"956,,"
162330,{2FE34FA3-D64A-489C-BF4E-5CBB45C848C1},Flurname swisstopo,Ägelmoos,Hochdeutsch inkl. Lokalsprachen,2644449,1244238,"422,,"
109767,{971D194F-B87D-44C4-BABE-BFE9A8806809},Flurname swisstopo,Schüürwis,Hochdeutsch inkl. Lokalsprachen,2713047,1251667,"758,,"
175740,{7B79411E-B087-4074-BE5F-01ED5647BEFC},Flurname swisstopo,Rosset-Dessous,Franzoesisch inkl. Lokalsprachen,2554824,1200664,"446,,"
29416,{B12DDEB1-72E6-41CF-849B-4AEE014DD5A5},Lokalname swisstopo,Blaisch Gronda,Rumantsch Grischun inkl. Lokalsprachen,2802512,1185621,"2009,,"
190948,{9B86A087-1783-46E6-BD1B-9137F6081821},Flurname swisstopo,Äugsteweid,Hochdeutsch inkl. Lokalsprachen,2597088,1180454,"851,,"
10893,{73321B28-9C69-4109-BE3F-3C89F7EBD892},Landesgrenzstein,70.2,k_W,2498862,1110717,"483,,"
164666,{4497BA17-5193-4A13-A2E5-94E69F98D4E8},Lokalname swisstopo,Iseflue,Hochdeutsch inkl. Lokalsprachen,2635273,1164198,"856,,"
84167,{D188C015-AA7B-4B7F-B64C-02E13081F397},Flurname swisstopo,Hasenstand,Hochdeutsch inkl. Lokalsprachen,2641514,1236399,"637,,"
209625,{14865572-6D0E-4BE1-9416-A36250BBD3A8},Flurname swisstopo,Stoltenrain,Hochdeutsch inkl. Lokalsprachen,2646599,1237795,"484,,"
216797,{18847119-11AC-4AFF-AF35-47A0A25A1C8A},Flurname swisstopo,Ziebel,Hochdeutsch inkl. Lokalsprachen,2638564,1109000,"1578,,"
48498,{F9322EC8-AB1F-4DF6-969E-83BEEF5297E2},Flurname swisstopo,Ribirain,Hochdeutsch inkl. Lokalsprachen,2602805,1215748,"499,,"
22647,{137010E9-7296-4472-B995-814AEDE21060},Hauptgipfel,Seewjinenhorn,Hochdeutsch inkl. Lokalsprachen,2640318,1094015,"3205,,"
104926,{8775354D-20C8-45C6-8EE9-C9190205F0FA},Flurname swisstopo,Bommet,Hochdeutsch inkl. Lokalsprachen,2709173,1258797,"584,,"
94789,{EC24C935-7060-4EF4-AC6C-A7381500B92E},Flurname swisstopo,Örtliwald,Hochdeutsch inkl. Lokalsprachen,2618900,1174455,"599,,"
84966,{ED72E428-6ED4-45DB-A36C-FC70D84FA2DC},Flurname swisstopo,Schönebiel,Hochdeutsch inkl. Lokalsprachen,2663971,1254219,"420,,"
208709,{EBB1F43B-CBC7-4003-9FFB-D7AD3D01C722},Flurname swisstopo,Ebnet,Hochdeutsch inkl. Lokalsprachen,2652289,1258293,"585,,"
320642,{F471B34B-1FE6-408E-89CE-289424858A5D},Haltestelle Bus,"Sta. Maria in Calanca, Paese",Italienisch inkl. Lokalsprachen,2731557,1124958,"956,"
163921,{6D140BF8-FEC9-4E8B-8D1C-79AE620D260A},Flurname swisstopo,Brandihof,Hochdeutsch inkl. Lokalsprachen,2648051,1243523,"567,,"
175081,{C2B168FD-EA6F-4FE1-AF12-937C6DF08DF7},Flurname swisstopo,Pierre-Gelée,Franzoesisch inkl. Lokalsprachen,2557514,1205015,"721,,"
112446,{498FC2C3-4E78-4809-9FE0-5164A22945CA},Flurname swisstopo,Kattolischholz,Hochdeutsch inkl. Lokalsprachen,2728278,1271899,"644,,"
148448,{A05A08A7-8771-4363-964C-EDF10CAA7A7F},Flurname swisstopo,Heizenwis,Hochdeutsch inkl. Lokalsprachen,2708145,1248938,"749,,"
29892,{01C952A4-45B7-404E-A0EF-C3D0F3ED4D53},Lokalname swisstopo,Löita dei Camosci,Italienisch inkl. Lokalsprachen,2686701,1149344,"2491,,"
216015,{294131F9-1839-4B04-8E2E-E2FE8A64A26A},Flurname swisstopo,Salzgräbe,Hochdeutsch inkl. Lokalsprachen,2629989,1115527,"1493,,"
287982,{F9D80969-B722-4844-9F32-5F0DA961A456},Flurname swisstopo,Lercherbärg,Hochdeutsch inkl. Lokalsprachen,2769431,1195172,"2060,,"
14196,{FA0967D3-AF41-4150-98DD-2372BA57369B},Landesgrenzstein,4,k_W,2771922,1213721,"2739,,"
59025,{1DC179E9-B9D3-4F50-B523-0CA0907E767C},Flurname swisstopo,Les Gâbes,Franzoesisch inkl. Lokalsprachen,2573631,1254409,"513,,"
44527,{814B2E99-8C15-4B0E-95BE-E6E4A86E7163},Flurname swisstopo,Weier,Hochdeutsch inkl. Lokalsprachen,2615940,1262645,"321,,"
11029,{85A78FEA-69B9-48C0-B2DC-C74E3E6C582F},Landesgrenzstein,1304.107,k_W,2552401,1119290,"2097,,"
263948,{F3ED0372-EE80-43D7-939C-275676FCCBAD},Flurname swisstopo,En Brais,Franzoesisch inkl. Lokalsprachen,2576626,1259697,"452,,"
285893,{C3196AF4-9B63-4966-852A-FEC08C2EC4D4},Flurname swisstopo,Höfli,Hochdeutsch inkl. Lokalsprachen,2628108,1253824,"426,,"
235717,{073EC53A-06DA-4FC8-8424-9177FF47E452},Flurname swisstopo,Murtès,Rumantsch Grischun inkl. Lokalsprachen,2714096,1177472,"1535,,"
273753,{A7330ABA-1DAE-4609-987C-3D4E7931625B},Flurname swisstopo,Enggewil,Hochdeutsch inkl. Lokalsprachen,2594564,1181995,"920,,"
108602,{CD4EE42D-770D-4C33-B481-969499DBF044},Flurname swisstopo,Bodenacker,Hochdeutsch inkl. Lokalsprachen,2711976,1266042,"518,,"
240641,{C814D633-5B4E-46A0-B414-1B5EB38497FB},Flurname swisstopo,Husguot,Hochdeutsch inkl. Lokalsprachen,2742436,1171486,"1676,,"
249980,{07BA9B08-11C8-460D-9AF6-9D1F216846B3},Flurname swisstopo,Motta Pitschna,Rumantsch Grischun inkl. Lokalsprachen,2816095,1184305,"1545,,"
138869,{CDAB7053-EEF3-4327-A7C0-C86C270A9E2A},Flurname swisstopo,Bildmad,Hochdeutsch inkl. Lokalsprachen,2761251,1251361,"413,,"
146410,{C4B52052-0754-41E6-8737-73C2DC36A501},Flurname swisstopo,Schümelhau,Hochdeutsch inkl. Lokalsprachen,2678570,1257055,"475,,"
205,{8BD3D872-9EBB-481E-9FAD-71BB426493A2},Kapelle,Malchuskapelle,Hochdeutsch inkl. Lokalsprachen,2680597,1210227,"1188,,"
203040,{4E8CF6FB-0057-4037-B586-4C0A0260A480},Flurname swisstopo,Les Rayes,Franzoesisch inkl. Lokalsprachen,2594931,1121902,"752,,"
160415,{0BC70252-71E2-4626-89DA-B29E3F41838D},Flurname swisstopo,En Brassu,Franzoesisch inkl. Lokalsprachen,2488729,1115852,"407,,"
77372,{FCD897EB-748E-46CB-B627-C161BC5B59A0},Flurname swisstopo,Hofmatt,Hochdeutsch inkl. Lokalsprachen,2671133,1247128,"483,,"
121568,{A92121BE-305F-44E2-8530-7D0E2CF0E561},Flurname swisstopo,Wenderholz,Hochdeutsch inkl. Lokalsprachen,2745080,1263192,"494,,"
233298,{57FFDB51-6DB9-41B1-AE95-56203123E94A},Lokalname swisstopo,La Giette,Franzoesisch inkl. Lokalsprachen,2581947,1101780,"1282,,"
266210,{06D12D5F-7F66-4418-ACC0-DD04DEAE9193},Flurname swisstopo,Hinter Ertigen,Hochdeutsch inkl. Lokalsprachen,2684241,1201618,"832,,"
40009,{66FA3835-F645-4B8C-8699-5DDBFF87DCCF},Lokalname swisstopo,Cognéi,Italienisch inkl. Lokalsprachen,2710074,1155061,"1905,,"
215671,{133A7695-3CF7-4F5B-BE8C-182FEA5DF5C3},Flurname swisstopo,Tola,Hochdeutsch inkl. Lokalsprachen,2627395,1126168,"1227,,"
47756,{ADCB695C-51FA-4C28-86E6-62DD7D5F4187},Flurname swisstopo,Zilacher,Hochdeutsch inkl. Lokalsprachen,2617416,1228331,"477,,"
61464,{4FD4A1AA-86D5-4BFA-AC9A-6364AA2E0AF2},Flurname swisstopo,Gros Verger,Franzoesisch inkl. Lokalsprachen,2577820,1255982,"448,,"
34548,{1F2277F8-43F2-4B28-A885-26E87F347B0A},Lokalname swisstopo,Schafläger,Hochdeutsch inkl. Lokalsprachen,2624047,1151104,"2351,,"
8990,{1AB4F92F-D14E-47DE-8020-02A15574357A},Landesgrenzstein,395,k_W,2675229,1285866,"465,,"
69850,{BC033DD7-2878-436B-B9F2-6BD165226381},Flurname swisstopo,Oberdorf,Hochdeutsch inkl. Lokalsprachen,2649721,1229409,"515,,"
208499,{B996E9FB-5B2D-4082-9029-0D15E4C8821C},Flurname swisstopo,Bänihübel,Hochdeutsch inkl. Lokalsprachen,2644790,1261209,"372,,"
237242,{5A4DE62A-4967-4955-BB6B-6FD41CD6EC9B},Flurname swisstopo,Ersax,Hochdeutsch inkl. Lokalsprachen,2754671,1174527,"708,,"
152010,{6544C2E4-F991-4766-B518-38AFF979AB28},Flurname swisstopo,Schloss (Werdegg),Hochdeutsch inkl. Lokalsprachen,2705265,1247118,"697,,"
250300,{0435DC15-941D-4DD7-9893-646172CD4E3C},Flurname swisstopo,Selfis,Hochdeutsch inkl. Lokalsprachen,2772615,1206359,"1026,,"
24166,{63F33692-FA3B-4118-BBA1-C650B35167C0},Gipfel,Tête à Niouston,Franzoesisch inkl. Lokalsprachen,2570518,1120049,"1940,,"
314229,{3D7012A6-EC1E-4DA3-B05E-B4401611E7F4},Haltestelle Bus,"Maienfeld, Herrenfeld",Hochdeutsch inkl. Lokalsprachen,2759513,1208296,"538,"
266853,{C102FFC3-F517-4475-9BC8-862F44EFF31F},Flurname swisstopo,El Crös di Ortígh,Italienisch inkl. Lokalsprachen,2707568,1116919,"886,,"
35143,{69B2424C-78A2-4D4E-92AE-CEAA957FB6B3},Lokalname swisstopo,Brännholz,Hochdeutsch inkl. Lokalsprachen,2661792,1257400,"470,,"
9433,{E0CD63EF-D410-4120-8694-15F8B1447BFC},Landesgrenzstein,784,k_W,2693104,1293632,"479,,"
230123,{EEBF6508-F7D2-43D3-BC32-7817D61396C4},Flurname swisstopo,Piano delle Ciliege,Italienisch inkl. Lokalsprachen,2724594,1118045,"907,,"
176814,{B0F6A465-D7FC-416D-9877-6A471E7D7CAD},Flurname swisstopo,Breite,Hochdeutsch inkl. Lokalsprachen,2587506,1191053,"622,,"
322627,{C20AD3C3-107B-49B8-980D-4EC691FEF895},Uebrige Bahnen,Dultschegnas,Mehrsprachig,2748708,1176632,"1701,,"
318582,{1D5D226C-7142-4733-9D01-1B104BB790DE},Haltestelle Bus,"Savièse, Ormône",Franzoesisch inkl. Lokalsprachen,2592750,1121098,"759,"
50358,{D774F637-E826-4117-9C67-616DCF2794E4},Flurname swisstopo,Fuchsacher,Hochdeutsch inkl. Lokalsprachen,2603435,1209843,"558,,"
227162,{3EC4734C-E43F-4AF7-96C6-C302B884E92F},Flurname swisstopo,Lìmat,Italienisch inkl. Lokalsprachen,2684171,1127333,"974,,"
63036,{25E6A183-28F6-42F4-A0D9-AB83C8ED0552},Flurname swisstopo,Prés du Fossé,Franzoesisch inkl. Lokalsprachen,2575597,1259773,"429,,"
210912,{9BDECF8C-086B-4B20-B30A-0868C07F017E},Flurname swisstopo,Riti,Hochdeutsch inkl. Lokalsprachen,2624757,1137337,"1466,,"
32028,{C1CFB2E6-81CE-4516-99F5-02B0B1F12807},Lokalname swisstopo,Bosch Grass,Italienisch inkl. Lokalsprachen,2761388,1133146,"971,,"
227514,{18C7CDCB-F517-43A5-B1FE-8D1763A34B45},Flurname swisstopo,La Bósc'a del Fèr,Italienisch inkl. Lokalsprachen,2688308,1118809,"1516,,"
97578,{7E7B82F1-8983-43B1-83D9-B597DAE06ADE},Flurname swisstopo,Sälenplangge,Hochdeutsch inkl. Lokalsprachen,2687023,1163160,"1694,,"
6591,{FCE2764D-0523-49B2-BF56-F8537808B2FA},Gebaeude,Restaurant Zär Trächa,Hochdeutsch inkl. Lokalsprachen,2620836,1118582,"1787,,"
76199,{90C056CA-E896-4211-AA5D-24096E5BF090},Flurname swisstopo,Weierhus,Hochdeutsch inkl. Lokalsprachen,2666416,1223261,"516,,"
987,{0F354B1A-2AE4-4EF9-9D3D-6799C606C8DB},Gebaeude,Blonay 300m,Franzoesisch inkl. Lokalsprachen,2558562,1145665,"611,,"
180305,{4969AD4A-CEA9-4853-87EF-F33484342740},Flurname swisstopo,Channebaum,Hochdeutsch inkl. Lokalsprachen,2603885,1185914,"753,,"
134889,{62B5E9FC-C461-4676-8C76-5C179CB26D6F},Flurname swisstopo,Färberei,Hochdeutsch inkl. Lokalsprachen,2679666,1241014,"569,,"
285051,{28E99303-6949-4222-B9BC-6E734C390490},Flurname swisstopo,Schild,Hochdeutsch inkl. Lokalsprachen,2755433,1222027,"455,,"
255231,{C75430A4-763E-4B33-9D97-95246338CEE4},Flurname swisstopo,Werben,Hochdeutsch inkl. Lokalsprachen,2735779,1206597,"1537,,"
134214,{958DB07A-09C7-4C45-8E8C-E32FDC8A27CC},Flurname swisstopo,Doblers,Hochdeutsch inkl. Lokalsprachen,2749991,1243995,"803,,"
126996,{B7DCB7BD-E128-4CC7-8118-D1A7A160ABD9},Flurname swisstopo,Altrüti,Hochdeutsch inkl. Lokalsprachen,2718065,1253286,"758,,"
12942,{FD8EA404-670B-41A3-8492-259C94961574},Landesgrenzstein,48,k_W,2702668,1283772,"486,,"
39715,{8585A93C-3BD5-4577-A298-F790ADB8E8CC},Lokalname swisstopo,Rietboden,Hochdeutsch inkl. Lokalsprachen,2737147,1212415,"1841,,"
50598,{D7590905-4E9D-40AC-B575-D21DCD28A72F},Flurname swisstopo,Rumi,Hochdeutsch inkl. Lokalsprachen,2608170,1225899,"483,,"
108532,{A6E7E820-CC60-4D4C-ADD1-20905394964C},Flurname swisstopo,Heiligwis,Hochdeutsch inkl. Lokalsprachen,2727850,1277060,"541,,"
72979,{9B9C236B-B4CE-4551-A600-91390DF5BC0E},Flurname swisstopo,Bünte,Hochdeutsch inkl. Lokalsprachen,2646926,1256077,"502,,"
238939,{BB3DF88E-68E9-48EA-83A4-8BD39E6B888C},Flurname swisstopo,Chrumma Strich,Hochdeutsch inkl. Lokalsprachen,2729105,1180499,"1195,,"
130136,{31D99901-07ED-4C2E-8DA9-E87AE069D8FB},Flurname swisstopo,Elme,Hochdeutsch inkl. Lokalsprachen,2732494,1226264,"1392,,"
216245,{91AE5F1A-AB1F-4538-B3BF-BB991CB960C1},Flurname swisstopo,Roone,Hochdeutsch inkl. Lokalsprachen,2631335,1117430,"1467,,"
188053,{B803FCF2-7140-4BCC-8A72-5CA2FB976B05},Flurname swisstopo,Gros Quartiers,Franzoesisch inkl. Lokalsprachen,2560670,1173408,"724,,"
142134,{6538C014-4ECF-4502-A3BA-1D4231045A3B},Flurname swisstopo,Gruebenholz,Hochdeutsch inkl. Lokalsprachen,2703591,1256447,"633,,"
283745,{FFA8A3D2-8839-4950-944F-934584C3727D},Flurname swisstopo,Es Grands Mossy,Franzoesisch inkl. Lokalsprachen,2548372,1158467,"809,,"
287889,{C55E7289-812B-465B-9666-0FE350F1BDAB},Flurname swisstopo,Calandameder,Hochdeutsch inkl. Lokalsprachen,2782183,1200647,"2147,,"
98227,{0DBC2B2D-5EE3-4D08-9284-B3C9658870E7},Flurname swisstopo,Flies,Hochdeutsch inkl. Lokalsprachen,2689069,1165353,"1506,,"
19899,{1E3EE651-5A86-4937-A7B7-DF0F10C1D7C7},Pass,Col des Roux,Franzoesisch inkl. Lokalsprachen,2595574,1102125,"2804,,"
174704,{6BFF5563-E680-4D1D-A67B-D695BE7871C4},Flurname swisstopo,Morayes,Franzoesisch inkl. Lokalsprachen,2558223,1190389,"488,,"
129408,{F09CA42D-831E-453E-A966-69978EF8C2C4},Flurname swisstopo,Grofen,Hochdeutsch inkl. Lokalsprachen,2751595,1211247,"490,,"
152894,{9878B7D2-88F9-4D0D-A481-BD5F6344CE5C},Flurname swisstopo,Huebwis,Hochdeutsch inkl. Lokalsprachen,2697170,1271875,"372,,"
69976,{2CAE4ED1-064B-40F2-AED2-233AF76F7C21},Flurname swisstopo,Forebuck,Hochdeutsch inkl. Lokalsprachen,2662745,1271861,"442,,"
258321,{05CC2BDE-7953-46AA-8ADB-F18B8BF4A765},Flurname swisstopo,Il Pariel,Rumantsch Grischun inkl. Lokalsprachen,2755900,1155151,"2818,,"
287915,{FE444822-AF13-4705-8D91-4EFFDCD6D9BE},Flurname swisstopo,Scäri,Hochdeutsch inkl. Lokalsprachen,2768805,1200162,"1692,,"
275167,{DC50762D-43D0-4FA8-BA40-21900FFDE096},Flurname swisstopo,Wartliwald,Hochdeutsch inkl. Lokalsprachen,2606764,1168288,"1007,,"
22618,{6643781A-A344-4EF3-9B6F-F0F4517BAAA6},Hauptgipfel,Ober Äschhorn,Hochdeutsch inkl. Lokalsprachen,2620818,1101038,"3669,,"
299870,{E6ACDC6C-0501-4587-AF43-691385F51306},Uebrige Bahnen,Jochpass,Hochdeutsch inkl. Lokalsprachen,2672405,1181268,"2206,,"
222077,{052CACA1-9A52-404E-91BC-5E10C0486D4C},Flurname swisstopo,Closel Chavernay,Franzoesisch inkl. Lokalsprachen,2560465,1208434,"736,,"
119743,{AF3239DA-D384-436D-8DD6-BA2DE4C388F8},Flurname swisstopo,Tüergarte,Hochdeutsch inkl. Lokalsprachen,2716719,1254745,"666,,"
142035,{DB187887-D45C-40F1-AF1F-C3F484AE6BFB},Flurname swisstopo,Buechacher,Hochdeutsch inkl. Lokalsprachen,2706372,1258445,"716,,"
187660,{DC2A39D4-D53F-4B19-AC24-76273FBB93E5},Flurname swisstopo,Pré de l'Etang,Franzoesisch inkl. Lokalsprachen,2569945,1173008,"835,,"
276420,{E9E73294-2E13-41DA-AC60-D91017ABC238},Flurname swisstopo,Vorder Grauenstein,Hochdeutsch inkl. Lokalsprachen,2631931,1196381,"766,,"
249078,{637D03F3-BA34-4B8B-8021-3776D20B1D83},Flurname swisstopo,Bügliet,Rumantsch Grischun inkl. Lokalsprachen,2827681,1195411,"1545,,"
192068,{C38464CB-2F40-45F5-A0B8-DBA6F391F974},Flurname swisstopo,Mülhalti,Hochdeutsch inkl. Lokalsprachen,2609812,1166155,"820,,"
189289,{3E1EB594-8DBF-4EA1-B1B6-6A15ABE449E3},Flurname swisstopo,Paturiaux à Croset,Franzoesisch inkl. Lokalsprachen,2560181,1166801,"796,,"
311211,{DE01E089-F22D-4190-AB43-D3EDC6297A32},Haltestelle Bus,"La Neuveville, La Main",Franzoesisch inkl. Lokalsprachen,2573788,1213318,"637,"
297353,{8E02E2AD-1830-4F65-A556-A4F0CF4E3D9B},Haltestelle Schiff,Steckborn (See),Hochdeutsch inkl. Lokalsprachen,2715857,1280923,"396,,"
16201,{3FA45A8D-81B3-4E5A-A1C7-ACDC1A895FD6},Pass,Gocht,Hochdeutsch inkl. Lokalsprachen,2735311,1223176,"1952,,"
31911,{EDE94BBD-DEBE-469C-BC67-F6F59E01E65E},Lokalname swisstopo,Löita di Carnerora,Italienisch inkl. Lokalsprachen,2695462,1156256,"2129,,"
9275,{C050D78B-1FA2-4D34-A852-C3FB7450F826},Landesgrenzstein,33,k_W,2540893,1208860,"1198,,"
47180,{3D4D7190-2745-4ADC-ACFE-064E8A13771A},Flurname swisstopo,Chäsel,Hochdeutsch inkl. Lokalsprachen,2610300,1247175,"847,,"
84860,{9E0922CC-B0A2-4120-9D7A-301DC6068317},Flurname swisstopo,Choppi,Hochdeutsch inkl. Lokalsprachen,2648315,1178817,"767,,"
107084,{A44B7861-9DAB-4F96-A277-EAF5111552DD},Flurname swisstopo,Remisbärg,Hochdeutsch inkl. Lokalsprachen,2730999,1277861,"450,,"
158947,{029F162F-6FCB-4A60-B91F-1875C12CFF94},Flurname swisstopo,Räbacker,Hochdeutsch inkl. Lokalsprachen,2716951,1259943,"510,,"
287779,{6806BA37-4939-4FE4-9C79-9FEBA1A9094E},Flurname swisstopo,Holzläger,Hochdeutsch inkl. Lokalsprachen,2778907,1209341,"1779,,"
181630,{96990B9A-D532-41F0-A698-3874A17719FC},Flurname swisstopo,Stägemätteli,Hochdeutsch inkl. Lokalsprachen,2593817,1198197,"585,,"
148869,{4F65567E-087B-4836-A5DE-9118606A547A},Flurname swisstopo,Türliboden,Hochdeutsch inkl. Lokalsprachen,2691932,1251318,"471,,"
134169,{E4D17DBB-1272-478A-8CA5-BB539B0160D8},Flurname swisstopo,Betterwald,Hochdeutsch inkl. Lokalsprachen,2755380,1239050,"1392,,"
257299,{67BDBDE5-A892-4E8C-877F-1A81ADBA38FF},Flurname swisstopo,Bin Mannen,Hochdeutsch inkl. Lokalsprachen,2660229,1165059,"2217,,"
103811,{4B9780C4-303E-4A89-AD11-0F1D32314FE6},Flurname swisstopo,Chelle,Hochdeutsch inkl. Lokalsprachen,2615538,1210183,"606,,"
243949,{EEF1C3B3-1B0C-411F-867B-76CAC5F8C890},Flurname swisstopo,Ladätsch,Hochdeutsch inkl. Lokalsprachen,2740240,1183298,"817,,"
182668,{6DDCAF2F-89E4-4331-A129-A2F1F7534908},Flurname swisstopo,Hubelwäldli,Hochdeutsch inkl. Lokalsprachen,2615572,1191867,"794,,"
243813,{306D5F32-1A52-429A-9838-23E75B3806EF},Flurname swisstopo,Cresta,Rumantsch Grischun inkl. Lokalsprachen,2738578,1183798,"773,,"
288772,{99822C49-5492-4316-AF2C-13DE9326F681},Flurname swisstopo,Hächlerhübel,Hochdeutsch inkl. Lokalsprachen,2647026,1252233,"485,,"
277993,{08AEA439-33BC-4011-A8AB-48E38EE95A83},Flurname swisstopo,Bachtele,Hochdeutsch inkl. Lokalsprachen,2606938,1175299,"698,,"
