,UUID,OBJEKTART,NAME,SPRACHCODE,E,N,"Z,,"
171750,{E76ABEB6-9EF2-4048-B8F7-907576DCEC5C},Flurname swisstopo,Vèi,Italienisch inkl. Lokalsprachen,2710420,1097858,"594,,"
25789,{A4DE4F10-B961-43BE-AD3D-B072074721FA},Huegel,Eyhubel,Hochdeutsch inkl. Lokalsprachen,2603273,1185467,"845,,"
77007,{99122FBB-78EB-4370-A4A3-E23438113CD5},Flurname swisstopo,Hostet,Hochdeutsch inkl. Lokalsprachen,2670581,1176744,"1213,,"
38707,{F842CEE2-1B39-40C6-92E0-A35F10082FAD},Lokalname swisstopo,Lui Jaquemet,Franzoesisch inkl. Lokalsprachen,2577395,1116146,"1963,,"
140119,{AD284822-1CE5-4191-9856-56F20DB9FB00},Flurname swisstopo,Sarenbach,Hochdeutsch inkl. Lokalsprachen,2672338,1257012,"432,,"
87293,{37FD2C49-A0C2-4508-8655-63F7FE21CE89},Flurname swisstopo,Klausere,Hochdeutsch inkl. Lokalsprachen,2669028,1242927,"389,,"
73230,{0CE56627-7E7C-41DE-84C3-3A2C61A157B6},Flurname swisstopo,Zälg,Hochdeutsch inkl. Lokalsprachen,2620042,1169773,"590,,"
128673,{AE33C3D0-42B4-472D-AA88-B90721768B81},Flurname swisstopo,Büel,Hochdeutsch inkl. Lokalsprachen,2691793,1270402,"506,,"
24629,{32EC03C9-F3E3-428C-B77A-30E5AA8383D4},Strassenpass,Brünigpass,Hochdeutsch inkl. Lokalsprachen,2653323,1178604,"1008,,"
294619,{13305E70-36FF-4741-A43E-B15BA28FA8B4},Flurname swisstopo,Moos,Hochdeutsch inkl. Lokalsprachen,2620770,1236703,"458,,"
197982,{088F2956-B9C7-4092-8295-08452F980A5F},Flurname swisstopo,Mondela,Italienisch inkl. Lokalsprachen,2731214,1125536,"1209,,"
24653,{CE4FA87B-2996-46C5-8BD9-CAE26A672DF9},Pass,Albispasshöhe,Hochdeutsch inkl. Lokalsprachen,2681912,1236688,"791,,"
137625,{C569BFDE-7FB1-49FE-BCBE-A7F41A73B12B},Flurname swisstopo,Locketen,Hochdeutsch inkl. Lokalsprachen,2693501,1250224,"478,,"
96331,{B4143E74-0440-41DE-89A1-0C755DA6A4AE},Flurname swisstopo,Langacher,Hochdeutsch inkl. Lokalsprachen,2676970,1227904,"441,,"
221846,{D233066C-AB82-4711-A11B-678121EC77E9},Flurname swisstopo,Sous les Râpes,Franzoesisch inkl. Lokalsprachen,2564158,1207111,"557,,"
206359,{C3748B26-42EB-4715-B7EE-88E3312FFD17},Flurname swisstopo,Neu Büchel,Hochdeutsch inkl. Lokalsprachen,2659935,1212283,"539,,"
202276,{57B6BA81-73A4-4645-81C4-1A8EE3C5CD1A},Flurname swisstopo,La Forêt de Tarampon,Franzoesisch inkl. Lokalsprachen,2610083,1119590,"1213,,"
27905,{3CCF4CCE-9AF4-48E5-A4CA-B8DEB24F29E8},Lokalname swisstopo,S'cè,Italienisch inkl. Lokalsprachen,2684076,1130610,"1692,,"
279481,{84FAB288-5DA0-4F91-8203-0B59F5DFA573},Flurname swisstopo,Chenalette,Franzoesisch inkl. Lokalsprachen,2566814,1149698,"1458,,"
148855,{15E861D1-1F1F-44F8-99D5-1D92ABE98B0D},Flurname swisstopo,Oberriet,Hochdeutsch inkl. Lokalsprachen,2690973,1250904,"437,,"
225302,{D7F08843-7B4E-475C-8EDE-1884E6681EDD},Flurname swisstopo,Dalòvi Alto,Italienisch inkl. Lokalsprachen,2692139,1140063,"1129,,"
220106,{E6704C9F-FFD3-46F6-8FE6-0E3706581022},Flurname swisstopo,La Golaye,Franzoesisch inkl. Lokalsprachen,2537200,1195657,"739,,"
229587,{5ADB8D37-17D4-48BF-92B6-D29E7311446D},Flurname swisstopo,Alla cappella,Italienisch inkl. Lokalsprachen,2703125,1115034,"738,,"
282792,{326CD814-A5C7-4484-B875-C47DA32B4840},Flurname swisstopo,Sous les Bovets,Franzoesisch inkl. Lokalsprachen,2577054,1133837,"1143,,"
32282,{276ADD84-A6B7-4CC5-B24F-A6360C60A697},Lokalname swisstopo,Loirin,Franzoesisch inkl. Lokalsprachen,2510049,1143078,"427,,"
192139,{A96F5F1D-E563-4683-9D35-F2346B912A8A},Flurname swisstopo,Schmittenallmetli,Hochdeutsch inkl. Lokalsprachen,2610045,1164794,"951,,"
11232,{C4817ACA-8E49-4A21-BC60-943D5B9C8116},Landesgrenzstein,21,k_W,2825854,1175058,"2341,,"
43926,{C6B4E69D-EC5C-40A7-B5AC-BF1089E14D2A},Flurname swisstopo,Müliweg,Hochdeutsch inkl. Lokalsprachen,2619662,1257570,"455,,"
43796,{1A33ED47-1431-4944-933E-D2EEF6B487A1},Flurname swisstopo,Churzacker,Hochdeutsch inkl. Lokalsprachen,2600104,1252001,"569,,"
244683,{0E7B6BFF-066C-4127-9D43-FAC259947FC6},Flurname swisstopo,Steck,Rumantsch Grischun inkl. Lokalsprachen,2739138,1182313,"929,,"
198243,{567680B8-A4E6-480D-96E7-BB240E6466B2},Flurname swisstopo,Becc,Italienisch inkl. Lokalsprachen,2730980,1122450,"309,,"
148392,{5E067BF8-6C23-43FB-B598-1ECF4BFC6414},Flurname swisstopo,Underfeiet,Hochdeutsch inkl. Lokalsprachen,2710442,1248080,"775,,"
226348,{90D33AF4-9A58-4D4A-8CE4-D4F8EAC7C2C5},Flurname swisstopo,Caùrgu,Italienisch inkl. Lokalsprachen,2723067,1124194,"543,,"
313845,{B1286EB9-F249-4C76-B8C6-97F030D8FA98},Haltestelle Bus,"St. Gallen, Waldau",Hochdeutsch inkl. Lokalsprachen,2744282,1253627,"660,"
199441,{BAE9DA3B-C8FA-41B3-8497-732DC4504562},Flurname swisstopo,Follataire,Franzoesisch inkl. Lokalsprachen,2558403,1129763,"385,,"
237243,{712A046C-8745-4D6A-944F-E427AF694A04},Flurname swisstopo,Canova,Rumantsch Grischun inkl. Lokalsprachen,2752715,1173294,"746,,"
289337,{F7D131D7-2B81-4D41-A9A8-A1005F26350A},Flurname swisstopo,Harzrüti,Hochdeutsch inkl. Lokalsprachen,2662601,1243406,"464,,"
28999,{5E6F70CF-DBD4-4DA1-8F14-CA1D3A6154BC},Lokalname swisstopo,Stägli,Hochdeutsch inkl. Lokalsprachen,2707168,1208857,"1465,,"
217132,{55E5E312-1491-4A98-82A8-4B3AA8FC58FF},Flurname swisstopo,Arsch,Hochdeutsch inkl. Lokalsprachen,2625433,1103705,"1884,,"
319531,{62A954F8-6A8C-466C-9D4E-0638E6A0DDCA},Haltestelle Bus,"Veyrier, Tournettes",Franzoesisch inkl. Lokalsprachen,2502732,1113222,"423,"
210465,{F4FCB6E4-83A7-4AD8-83FC-F7DB2FCFA55E},Flurname swisstopo,Chalberwang,Hochdeutsch inkl. Lokalsprachen,2633687,1159555,"1981,,"
274044,{5FB82C39-59C9-44E0-B624-CFA322F1B96D},Flurname swisstopo,Gratmatt,Hochdeutsch inkl. Lokalsprachen,2593674,1178272,"1140,,"
131901,{3B41D10E-ED0F-4180-A095-89FBE33A11AE},Flurname swisstopo,Fuchsloch,Hochdeutsch inkl. Lokalsprachen,2681204,1238214,"797,,"
122432,{0042F6B7-86A7-4675-8327-6148D15B7DDB},Flurname swisstopo,Peterschwändi,Hochdeutsch inkl. Lokalsprachen,2689410,1215275,"935,,"
204653,{21D7EF8A-2A6C-4227-AB0C-DED09956B9A6},Flurname swisstopo,La Perrougieure,Franzoesisch inkl. Lokalsprachen,2600151,1115906,"1410,,"
303023,{3FBA2ACC-542E-46D0-A1F6-F31CDF64272F},Haltestelle Bus,Strada im Oberland,Mehrsprachig,2733328,1182003,"712,,"
133316,{E87EF00E-67AE-4046-B5B8-59B739CF2A9A},Flurname swisstopo,Hohrain,Hochdeutsch inkl. Lokalsprachen,2712004,1237693,"650,,"
248662,{3539DB71-4E00-41BF-A7B8-C2F8EA591D11},Flurname swisstopo,Candeas,Rumantsch Grischun inkl. Lokalsprachen,2822391,1203584,"1830,,"
304325,{775F42F3-E3EB-4854-B0A1-00A9031B6F39},Haltestelle Bus,"Eschenbach SG, Twirren",Hochdeutsch inkl. Lokalsprachen,2713168,1233290,"484,"
814,{F16A6D25-79E1-4AE2-A64B-664F4BD24110},Gebaeude,Oberdorf Wintenbergweg 300m,Hochdeutsch inkl. Lokalsprachen,2622746,1249196,"560,,"
260674,{5B8DA847-E85B-4EEC-A754-EDB440D60F62},Flurname swisstopo,Unter Steigwisa,Hochdeutsch inkl. Lokalsprachen,2757865,1212594,"570,,"
269878,{6148A746-D370-481C-A58B-1892A430A91A},Flurname swisstopo,Obermatte,Hochdeutsch inkl. Lokalsprachen,2579480,1210807,"479,,"
125792,{412127BB-C0C1-4A32-80CF-C199DE27D110},Lokalname swisstopo,Arudèi,Italienisch inkl. Lokalsprachen,2722889,1109741,"1170,,"
204056,{2F12F605-AE77-4975-9C15-DAFB936EC737},Flurname swisstopo,La Crèhadimon,Franzoesisch inkl. Lokalsprachen,2603963,1125674,"889,,"
100319,{51EE7DC5-A951-4C3F-BE97-AA695457B3A5},Flurname swisstopo,Weingarten,Hochdeutsch inkl. Lokalsprachen,2692290,1190665,"460,,"
112781,{7BD4FF33-F06F-4E56-A206-5AB4A2DD4FBC},Flurname swisstopo,Stolzemos,Hochdeutsch inkl. Lokalsprachen,2718275,1260950,"527,,"
3892,{455AA297-8DA2-4355-AA2C-A9713AD21BE1},Kapelle,Notre-Dame du Niremont,Franzoesisch inkl. Lokalsprachen,2562373,1157460,"1193,,"
271155,{69F4CC0F-A9E0-4403-AB89-98E19472E68A},Flurname swisstopo,Forêt sous Monto,Franzoesisch inkl. Lokalsprachen,2584719,1229491,"1101,,"
48561,{A6A7D8FF-A1E6-425C-A85B-B0DF467E9281},Flurname swisstopo,Sandacher,Hochdeutsch inkl. Lokalsprachen,2602725,1214263,"543,,"
143353,{CDED5608-9E17-400F-BF6E-B9C48965C820},Flurname swisstopo,Hofacker,Hochdeutsch inkl. Lokalsprachen,2696516,1269946,"477,,"
309796,{28A29F9F-C537-46DA-8086-353124589855},Haltestelle Bus,"Egnach, Mooswiesen",Hochdeutsch inkl. Lokalsprachen,2745971,1267954,"402,"
74496,{6FD769F3-85B7-45D8-B5CE-1849B89F0278},Flurname swisstopo,Längmatt,Hochdeutsch inkl. Lokalsprachen,2644116,1221800,"519,,"
99015,{FD2CA66E-D023-47DF-8E43-60C15FDE28C1},Lokalname swisstopo,Alp de la Piazza,Italienisch inkl. Lokalsprachen,2734743,1122239,"1537,,"
58940,{AF6701A3-C3E4-4709-95A0-C8840E3F9AD3},Flurname swisstopo,Brunefarine,Franzoesisch inkl. Lokalsprachen,2579833,1247134,"715,,"
209478,{8BBAF4AF-F7CC-4DA0-ACF0-11234BCCFEDE},Flurname swisstopo,Buechweid,Hochdeutsch inkl. Lokalsprachen,2654243,1227260,"689,,"
120440,{D89A245C-7FF4-41A5-A533-3F1AC7C5FC07},Flurname swisstopo,Hinderem Bärg,Hochdeutsch inkl. Lokalsprachen,2697607,1277994,"456,,"
25822,{42FA7746-653B-4341-BDB2-975515A8DE0A},Huegel,Hubel,Hochdeutsch inkl. Lokalsprachen,2612169,1195188,"747,,"
215104,{CE53DD3F-729E-4070-A519-1D233E2D8371},Flurname swisstopo,Chrummustadol,Hochdeutsch inkl. Lokalsprachen,2631942,1129884,"1203,,"
31008,{EF069F74-5FFE-4DAB-B453-1F2C5B4C1DC2},Lokalname swisstopo,Etzel,Hochdeutsch inkl. Lokalsprachen,2704061,1228210,"416,,"
265874,{FD4E48AF-69EF-4ED6-964C-B843FD8719FB},Flurname swisstopo,Ober Geberts,Hochdeutsch inkl. Lokalsprachen,2670321,1193155,"1260,,"
317397,{A4FC100D-A319-41FC-AF47-288EFF326057},Haltestelle Bus,"Chur, Stelleweg",Hochdeutsch inkl. Lokalsprachen,2759728,1193373,"575,"
237113,{4923E52E-CB04-43D8-8036-A4F35803CFFA},Flurname swisstopo,Schall Grand,Rumantsch Grischun inkl. Lokalsprachen,2755564,1178685,"1541,,"
243607,{AB5375F8-D5B0-4CF1-BD29-6F30849F1A00},Flurname swisstopo,Alp Raguta,Rumantsch Grischun inkl. Lokalsprachen,2754745,1184486,"1912,,"
119309,{7BA7AD0A-D069-4B5F-911F-7047CDBAB589},Flurname swisstopo,Mitteldorf,Hochdeutsch inkl. Lokalsprachen,2695332,1289348,"447,,"
133442,{474C2B5C-B587-4512-B868-54A2215536A9},Flurname swisstopo,Buechchengel,Hochdeutsch inkl. Lokalsprachen,2739844,1236118,"1305,,"
67912,{40A87E6C-E124-43F7-8ECE-F14A71588520},Flurname swisstopo,Paradis,Hochdeutsch inkl. Lokalsprachen,0,0,"960,,"
122504,{196470AD-9E90-40F7-9B6A-C48B84A38503},Flurname swisstopo,Bergli,Hochdeutsch inkl. Lokalsprachen,2699412,1226143,"914,,"
225365,{C069C9E4-3E95-49FF-BA9C-8875D4A0D4D1},Flurname swisstopo,Bolle,Italienisch inkl. Lokalsprachen,2720615,1118518,"861,,"
168214,{4D61F618-F59D-4673-BAF0-E252CF1D2A14},Flurname swisstopo,Seceno,Italienisch inkl. Lokalsprachen,2719977,1090558,"564,,"
164573,{AB7B0C9E-61A5-4390-AEB5-A5F3F1398645},Lokalname swisstopo,Alp Era,Rumantsch Grischun inkl. Lokalsprachen,2817986,1195103,"2013,,"
121893,{166020AF-51D9-4DEB-BD4D-3CA2459789D8},Flurname swisstopo,Staudershüser,Hochdeutsch inkl. Lokalsprachen,2750096,1265042,"399,,"
12869,{B8E37909-AD38-41CD-83DA-B096E29CD9B9},Landesgrenzstein,14.A,k_W,2684481,1118614,"1994,,"
303613,{21D39D45-72CA-4798-A3F0-8857E51C7862},Haltestelle Bus,"Binn, Giesse",Hochdeutsch inkl. Lokalsprachen,2658552,1135511,"1458,"
20842,{774C0B26-CC26-47C8-B6DD-1A2C629BF07A},Haupthuegel,Höch-Tändli,Hochdeutsch inkl. Lokalsprachen,2695515,1215525,"1523,,"
182590,{BE01F0A8-8619-4021-A666-F6E2DEEC2C06},Flurname swisstopo,Lochmatt,Hochdeutsch inkl. Lokalsprachen,2611969,1191028,"644,,"
267378,{72F09FA8-E179-4A3A-AE5E-FAAC163FEAA3},Flurname swisstopo,Ville,Franzoesisch inkl. Lokalsprachen,2567667,1107735,"927,,"
177261,{590C37C0-1995-40ED-87FB-1C1C8FB4B2E1},Flurname swisstopo,Sangeraholz,Hochdeutsch inkl. Lokalsprachen,2590518,1186546,"782,,"
170462,{3D2DDB94-6C82-412D-98B6-2AECEFCF5F24},Flurname swisstopo,Dapiàn,Italienisch inkl. Lokalsprachen,2718787,1100928,"375,,"
206471,{ABBAF32C-F675-482D-B8E7-050573F6D05B},Flurname swisstopo,Barholz,Hochdeutsch inkl. Lokalsprachen,2670092,1222899,"506,,"
192899,{39AF941A-FDEA-47B0-97F7-ACC588E0B1B8},Flurname swisstopo,Buechistock,Hochdeutsch inkl. Lokalsprachen,2595569,1164145,"1002,,"
3012,{285F784A-6B54-4455-B783-F4A4282E0923},Offenes Gebaeude,Restaurant Anker,Hochdeutsch inkl. Lokalsprachen,2747292,1246351,"773,,"
71859,{C820ACC1-A1DC-406A-B422-E5EBD062913D},Flurname swisstopo,Schründler,Hochdeutsch inkl. Lokalsprachen,2647402,1235176,"528,,"
133286,{59B05E95-B7BD-4A6B-ACE2-D44F409CEFA9},Flurname swisstopo,Guntliberg,Hochdeutsch inkl. Lokalsprachen,2715546,1238408,"1042,,"
281451,{D32CC0BE-E425-494B-A5B8-589E9AAD666B},Flurname swisstopo,Haggaden,Hochdeutsch inkl. Lokalsprachen,2737706,1227210,"935,,"
113298,{BD1EB29C-C1D0-436A-A9A5-D13B83628956},Flurname swisstopo,Dreiangel,Hochdeutsch inkl. Lokalsprachen,2723497,1264890,"576,,"
256735,{5B88DD2E-69B1-4AC8-A769-96875FB7483F},Flurname swisstopo,Heeji,Hochdeutsch inkl. Lokalsprachen,2645189,1131126,"966,,"
241788,{59243093-9AAF-4614-B2EC-AA45B7F6B454},Flurname swisstopo,Bodaälpli,Hochdeutsch inkl. Lokalsprachen,2741555,1162461,"1845,,"
174841,{81465AE2-87FC-45D9-B704-8EC91B0F62EB},Flurname swisstopo,Obeliskplatz,Hochdeutsch inkl. Lokalsprachen,2574198,1196589,"440,,"
315349,{1780257B-2364-41A1-AF28-EC74F5AD9C41},Haltestelle Bus,"Worb, Wyden Schulhaus",Hochdeutsch inkl. Lokalsprachen,2610111,1197107,"594,"
201063,{A70D1FD0-0E4E-464F-BCA0-84D1992CE1D3},Flurname swisstopo,Les Essertés,Franzoesisch inkl. Lokalsprachen,2559317,1121749,"1289,,"
229572,{3A75360D-BEB3-4F0A-B7B6-59F9BA21E1EE},Flurname swisstopo,Poncetta,Italienisch inkl. Lokalsprachen,2701538,1116469,"270,,"
169637,{BDF15F3E-B18C-46A7-9018-CAE8878D491A},Flurname swisstopo,Ur Canavaa,Italienisch inkl. Lokalsprachen,2712158,1094628,"536,,"
72151,{11E589ED-C0B6-4AFC-A8E0-5740016EDD28},Flurname swisstopo,Chrümmi,Hochdeutsch inkl. Lokalsprachen,2630603,1227779,"532,,"
289889,{7CF2D6A2-767A-4D0E-B0D7-BD7C13A5C93E},Flurname swisstopo,Dändlen,Hochdeutsch inkl. Lokalsprachen,2670659,1197863,"1084,,"
122792,{D2B301AA-7D51-4EDC-A7EC-C3A2E3F8C320},Flurname swisstopo,Schwand,Hochdeutsch inkl. Lokalsprachen,2687272,1207608,"1208,,"
65086,{AAE6808F-2C39-49FF-B6BE-DE13C11C6698},Flurname swisstopo,Eggacher,Hochdeutsch inkl. Lokalsprachen,2647057,1224224,"515,,"
314092,{F000D164-B493-4D17-A026-B49A8347E797},Haltestelle Bus,"Ottikon (Gossau), Kreisel",Hochdeutsch inkl. Lokalsprachen,2701371,1239196,"501,"
157117,{A3AE61B8-7220-4CF3-8669-19EAC1C6D6D7},Flurname swisstopo,Wässeren,Hochdeutsch inkl. Lokalsprachen,2761278,1248004,"413,,"
91799,{CFD51326-1953-4CA2-BA54-E98E0A4B84FB},Flurname swisstopo,Türndli,Hochdeutsch inkl. Lokalsprachen,2643979,1183709,"1541,,"
262876,{52E16905-186C-48A3-9761-D806BE00A6E5},Flurname swisstopo,Staflerwald,Hochdeutsch inkl. Lokalsprachen,2781942,1181260,"1782,,"
193774,{DAD8D27A-0CF8-4841-966D-01619B6F59BA},Flurname swisstopo,Rainli,Hochdeutsch inkl. Lokalsprachen,2610024,1150317,"1416,,"
100317,{00A2ECE6-1FC9-47EF-B40E-E96EAC702372},Flurname swisstopo,Resti,Hochdeutsch inkl. Lokalsprachen,2693976,1180219,"539,,"
169566,{8BC62FAA-62C8-46CB-8101-FF58EDD5DB33},Flurname swisstopo,In Nisciòra,Italienisch inkl. Lokalsprachen,2708099,1094952,"459,,"
254810,{4895B3EF-72A7-4856-9854-603AB932F9F0},Flurname swisstopo,Staldenstutz,Hochdeutsch inkl. Lokalsprachen,2725160,1200851,"1529,,"
126384,{F2C4816C-8D93-4690-8924-62F0BC95431E},Flurname swisstopo,Stöss,Hochdeutsch inkl. Lokalsprachen,2749157,1199810,"1968,,"
272644,{3E75DF98-5418-4874-B78B-8805CECDD607},Flurname swisstopo,Mühlehaltenrain,Hochdeutsch inkl. Lokalsprachen,2593784,1189716,"639,,"
26923,{9E7764CC-260C-4B1D-83E7-F377F72C24BC},Haupthuegel,Schlösslibüchel,Hochdeutsch inkl. Lokalsprachen,2724494,1223271,"1334,,"
323644,{97BA8D2E-9539-4B25-B7D6-208F4D0C60E2},Haltestelle Bus,"Bassecourt, Combe",Franzoesisch inkl. Lokalsprachen,2584868,1242587,"483,"
283180,{BEEEDF40-0308-47D6-ACC1-9D9EC7930EC2},Flurname swisstopo,Pra Delé,Franzoesisch inkl. Lokalsprachen,2508422,1149424,"829,,"
199782,{EE47EA88-7A1D-4C2E-8E33-113601BEC2AE},Flurname swisstopo,Sur la Barme,Franzoesisch inkl. Lokalsprachen,2561413,1124634,"524,,"
232023,{7A03B862-E74C-4481-9023-2AA2CFB66D0F},Flurname swisstopo,Piano del Bosco di Fuori,Italienisch inkl. Lokalsprachen,2694479,1144042,"1468,,"
218421,{52C22E3B-6045-4121-9469-F2176CD18CE0},Flurname swisstopo,La Maraiche de la Croix,Franzoesisch inkl. Lokalsprachen,2570039,1107607,"455,,"
72444,{34661876-E8BB-45E8-B6AB-B4D18CE43E3C},Flurname swisstopo,Ofni,Hochdeutsch inkl. Lokalsprachen,2631753,1167899,"718,,"
159623,{93250C75-F28B-4B4E-81CA-926F4256072B},Flurname swisstopo,Kracha,Hochdeutsch inkl. Lokalsprachen,2761997,1229478,"1388,,"
190548,{5F4EC5D3-C0AB-4AC9-889D-10DFBCD9D828},Flurname swisstopo,Felse,Hochdeutsch inkl. Lokalsprachen,2660799,1270641,"334,,"
170693,{398E09D6-6C07-469D-B16C-DF4D38FE1B52},Flurname swisstopo,Intriso,Italienisch inkl. Lokalsprachen,2697277,1108427,"554,,"
263230,{8ACB92E0-D882-433D-A1DF-DB3F80ABA163},Flurname swisstopo,Schüracher,Hochdeutsch inkl. Lokalsprachen,2648100,1238032,"520,,"
219933,{70FF98D2-2ABB-4E33-BD78-6218FB6B5285},Flurname swisstopo,Camp de Vaumarcus,Franzoesisch inkl. Lokalsprachen,2547337,1191430,"549,,"
207019,{7882293C-4AF6-42A6-9851-47E70C008733},Flurname swisstopo,Oberst Hegi,Hochdeutsch inkl. Lokalsprachen,2676891,1200016,"1129,,"
57334,{64626189-AA27-4724-AF61-5FD1B29F8E2E},Flurname swisstopo,Malzried,Hochdeutsch inkl. Lokalsprachen,2634934,1249379,"734,,"
295089,{A184C3D3-94A6-4F10-B430-80B7541449D6},Flurname swisstopo,Rain,Hochdeutsch inkl. Lokalsprachen,2599031,1173738,"1505,,"
163084,{C4476EC3-1ADE-431D-B126-647A61E724B8},Flurname swisstopo,Unterer Ban,Hochdeutsch inkl. Lokalsprachen,2637767,1250622,"781,,"
189793,{6AED55DD-FB45-41C8-B2DA-41E9ABE2E0D4},Flurname swisstopo,Pré du Clos,Franzoesisch inkl. Lokalsprachen,2555866,1163006,"853,,"
8168,{77B4C862-50A2-4E6C-8636-3ED8A91F4B39},Landesgrenzstein,56,k_W,2604662,1264380,"395,,"
72850,{C68AC9C6-5467-432E-9231-96F2E123C24A},Flurname swisstopo,Schnägg,Hochdeutsch inkl. Lokalsprachen,2657918,1260016,"394,,"
256758,{147D42BF-86E3-4752-B3F8-98773E339535},Flurname swisstopo,Tuffu,Hochdeutsch inkl. Lokalsprachen,2645025,1131030,"925,,"
55750,{717C5916-2003-4F9D-8D84-946E63677B0A},Flurname swisstopo,Hinter-Rain,Hochdeutsch inkl. Lokalsprachen,2600096,1259940,"387,,"
278648,{3C317F08-C01C-4FD1-837E-F01AC327120C},Flurname swisstopo,Pra Paccotiaux,Franzoesisch inkl. Lokalsprachen,2564409,1175471,"675,,"
226316,{95255CCE-625F-4780-88FF-CAE1A6C0EAEC},Flurname swisstopo,Im inneren Kreuz,Hochdeutsch inkl. Lokalsprachen,2694753,1219725,"923,,"
254875,{35874CD7-9933-4002-BD83-458AE88329DA},Flurname swisstopo,Rotenberg,Hochdeutsch inkl. Lokalsprachen,2724894,1203940,"1357,,"
35130,{717B36B5-DE3E-4178-9963-D41942B0257C},Lokalname swisstopo,Feldmoos,Hochdeutsch inkl. Lokalsprachen,2656115,1180202,"1429,,"
142911,{23EF2E95-D56C-45E3-91B1-49F890CE1657},Flurname swisstopo,Stock,Hochdeutsch inkl. Lokalsprachen,2688266,1267131,"511,,"
30055,{36287BAB-9C75-453E-8891-6974A0BFA969},Lokalname swisstopo,Sous Mormont,Franzoesisch inkl. Lokalsprachen,2529831,1168383,"474,,"
312170,{D0B0D3B0-F5FC-4B3E-8021-3BDF2097972C},Haltestelle Bus,"Oensingen, Hirsacker",Hochdeutsch inkl. Lokalsprachen,2620241,1237021,"462,"
68027,{5BE2F7F7-6AA9-4AE2-8487-FE9A8827C14E},Flurname swisstopo,Riismüli,Hochdeutsch inkl. Lokalsprachen,0,0,"466,,"
278743,{C1400C59-B20F-45F7-B266-CF472F9A1E12},Flurname swisstopo,Les Vernes,Franzoesisch inkl. Lokalsprachen,2566134,1178156,"719,,"
149527,{EB1B7C29-E49F-450A-ACE2-1A038D83D5EF},Flurname swisstopo,Büzi,Hochdeutsch inkl. Lokalsprachen,2700434,1277161,"419,,"
281932,{25672ABA-C9D4-4430-AC03-34CD2C604878},Flurname swisstopo,Les Crêts,Franzoesisch inkl. Lokalsprachen,2536897,1160369,"651,,"
216142,{83F26A6B-9FBA-4374-B1F5-BA004AB5689B},Flurname swisstopo,Gafini,Hochdeutsch inkl. Lokalsprachen,2637361,1120778,"1867,,"
287547,{B0D966DC-C9DA-4B76-8615-13B4C41F16A3},Flurname swisstopo,Litzi,Hochdeutsch inkl. Lokalsprachen,2773539,1202467,"931,,"
282922,{189D1B34-BAC6-4D37-9505-46E1B404296C},Flurname swisstopo,Combéry,Franzoesisch inkl. Lokalsprachen,2520633,1166237,"851,,"
227684,{248944C3-5202-46CB-B122-01075CAB024A},Flurname swisstopo,Ca di Faritt,Italienisch inkl. Lokalsprachen,2720732,1104254,"819,,"
77729,{51B53B58-FC14-44BA-83FF-7CB2323B4D3D},Flurname swisstopo,Feldwald,Hochdeutsch inkl. Lokalsprachen,2649037,1205818,"887,,"
311466,{B6E1C927-56AF-4825-9F17-B5241EC0DD02},Haltestelle Bus,"Zürich, Auzelg Ost",Hochdeutsch inkl. Lokalsprachen,2685531,1252028,"431,"
275096,{40DD4AF9-7845-4BF7-A074-4A64CC2F80A7},Flurname swisstopo,Rüssel,Hochdeutsch inkl. Lokalsprachen,2608748,1168178,"834,,"
248378,{9E58C1C0-C232-4422-A6A3-D51543BA7219},Flurname swisstopo,Cunjawald,Hochdeutsch inkl. Lokalsprachen,2762218,1182640,"1532,,"
151130,{2A5637E2-A996-4782-A097-39C9DAC76083},Flurname swisstopo,Jörlisbühel,Hochdeutsch inkl. Lokalsprachen,2755736,1217705,"571,,"
32254,{D4F79255-4EF8-4732-85FB-0A0745581341},Lokalname swisstopo,Marelle,Franzoesisch inkl. Lokalsprachen,2536285,1166566,"602,,"
116725,{7AD5DAEB-2F8C-4645-A62A-8E1E9086B8C0},Flurname swisstopo,Woogacker,Hochdeutsch inkl. Lokalsprachen,2706030,1279789,"403,,"
318062,{0BE6563A-5954-43A0-ABA8-B6BB975D2793},Haltestelle Bus,"Klosters, Stütz",Hochdeutsch inkl. Lokalsprachen,2786255,1193070,"1190,"
19577,{9E5C5D65-4EF7-4F9A-AC22-2E17C7EE8296},Haupthuegel,Hällchöpfli,Hochdeutsch inkl. Lokalsprachen,0,0,"1232,,"
121278,{0995B278-9CC4-4826-B804-CC2095884A87},Flurname swisstopo,Bim Galgebuck,Hochdeutsch inkl. Lokalsprachen,2688234,1282775,"489,,"
234611,{A99E6500-A9EB-4D4F-856C-497D626D60BF},Flurname swisstopo,Plaunca Liunga,Rumantsch Grischun inkl. Lokalsprachen,2695393,1162494,"2386,,"
34748,{795C0241-0DC9-4563-94B7-CB6FC31B11C8},Lokalname swisstopo,Fluemeder,Hochdeutsch inkl. Lokalsprachen,2650653,1180221,"1736,,"
146368,{4C1E3CE2-D62C-4C64-B6A3-4A73134CEC48},Flurname swisstopo,Mattliberg,Hochdeutsch inkl. Lokalsprachen,2737522,1218048,"768,,"
80470,{DB09A3C7-AE67-49B3-9F86-A8AB86760D72},Flurname swisstopo,Rothärd,Hochdeutsch inkl. Lokalsprachen,2631865,1231400,"481,,"
